Gene name	GO term accession
ATF1	GO:1990590
RN7SL519P	
TMPRSS12	GO:0006508
TMPRSS12	GO:0004252
TMPRSS12	GO:0016787
TMPRSS12	GO:0008233
TMPRSS12	GO:0008236
TMPRSS12	GO:0016020
TMPRSS12	GO:0007339
TMPRSS12	GO:0016485
TMPRSS12	GO:0001669
TRIM66	GO:0008270
TRIM66	GO:0005515
TRIM66	
TRIM66	GO:0046872
TRIM66	GO:0005654
TRIM66	GO:0016235
HIGD1C	
HIGD1C	GO:0016020
HIGD1C	GO:0005515
HIGD1C	GO:0005739
HIGD1C	GO:0097250
POU5F1P3	
GCSHP4	
FAM90A1	GO:0005515
FAM90A1	
CYP2R1	GO:0004497
CYP2R1	GO:0020037
CYP2R1	GO:0005506
CYP2R1	GO:0016705
CYP2R1	GO:0016020
CYP2R1	GO:0046872
CYP2R1	GO:0005783
CYP2R1	GO:0005789
CYP2R1	GO:0016491
CYP2R1	GO:0006629
CYP2R1	GO:0043231
CYP2R1	GO:0042803
CYP2R1	GO:0005737
CYP2R1	GO:0008395
CYP2R1	GO:0016712
CYP2R1	GO:0006082
CYP2R1	GO:0006805
CYP2R1	GO:0006766
CYP2R1	GO:0036378
CYP2R1	GO:0042359
CYP2R1	GO:0042368
CYP2R1	GO:0030343
CYP2R1	GO:1902271
CYP2R1	
PPP1R15B	
PPP1R15B	GO:0005737
PPP1R15B	GO:0031400
PPP1R15B	GO:0045936
PPP1R15B	GO:0006417
PPP1R15B	GO:0005515
PPP1R15B	GO:0005783
PPP1R15B	GO:0000164
PPP1R15B	GO:0001933
PPP1R15B	GO:1903912
PPP1R15B	GO:0019888
PPP1R15B	GO:0032516
PPP1R15B	GO:0034976
PPP1R15B	GO:1903898
PPP1R15B	GO:0070262
PPP1R15B	GO:0006979
PPP1R15B	GO:0006983
PPP1R15B	GO:0042542
CAPG	GO:0005509
CAPG	GO:0051015
CAPG	GO:0051014
CAPG	GO:0003779
CAPG	GO:0005856
CAPG	GO:0070161
CAPG	GO:0002102
CAPG	GO:0051016
CAPG	GO:0005737
CAPG	GO:0005634
CAPG	GO:0005654
CAPG	GO:0005814
CAPG	GO:0042995
CAPG	GO:0005730
CAPG	GO:0008154
CAPG	GO:0005515
CAPG	GO:0042470
CAPG	GO:0030027
CAPG	GO:0001726
CAPG	GO:0005615
CAPG	GO:0072686
CAPG	GO:0051693
CAPG	GO:0005546
CAPG	GO:0019904
CAPG	GO:0045296
CAPG	GO:0070062
CAPG	GO:0015629
CAPG	GO:0007417
CAPG	GO:0090543
CAPG	GO:0065003
CAPG	GO:0044877
CAPG	GO:0030031
CAPG	GO:0008290
CAPG	
ALG1L10P	
LINC02449	
SLC25A3P1	
TNK2	GO:0005515
TNK2	GO:0007165
TNK2	GO:0016310
TNK2	GO:0004712
TNK2	GO:0005524
TNK2	GO:0006468
TNK2	GO:0004672
TNK2	GO:0004713
TNK2	GO:0005634
TNK2	GO:0005737
TNK2	GO:0005886
TNK2	GO:0016020
TNK2	GO:0043231
TNK2	GO:0000166
TNK2	GO:0018108
TNK2	GO:0004715
TNK2	GO:0005905
TNK2	GO:0030659
TNK2	GO:0031410
TNK2	GO:0046872
TNK2	GO:0004674
TNK2	GO:0016301
TNK2	GO:0016740
TNK2	GO:0005768
TNK2	GO:0031625
TNK2	GO:0005829
TNK2	GO:0005912
TNK2	GO:0070161
TNK2	GO:0048471
TNK2	GO:0106310
TNK2	GO:0006897
TNK2	GO:0045087
TNK2	GO:0042802
TNK2	GO:0030136
TNK2	GO:0007166
TNK2	GO:0005102
TNK2	GO:0030154
TNK2	GO:0031234
TNK2	GO:0005095
TNK2	GO:0007264
TNK2	GO:0007169
TNK2	GO:0050731
TNK2	GO:0097268
TNK2	GO:0005154
TNK2	GO:0050699
TNK2	GO:2000369
TNK2	GO:0070436
TNK2	
MYL6B	GO:0005509
MYL6B	GO:0016459
MYL6B	GO:0005515
MYL6B	GO:0005829
MYL6B	GO:0070062
MYL6B	GO:0016460
MYL6B	GO:0008307
MYL6B	GO:0005859
MYL6B	GO:0006936
MYL6B	GO:0030049
MYL6B	GO:0003774
MYL6B	GO:0007519
MYL6B	GO:0016461
MYL6B	
DMRTB1	GO:0006355
DMRTB1	GO:0005634
DMRTB1	GO:0043565
DMRTB1	GO:0046872
DMRTB1	GO:0003677
DMRTB1	GO:0005515
DMRTB1	GO:0006357
DMRTB1	GO:0000981
DMRTB1	GO:0000978
DMRTB1	GO:0000785
DMRTB1	GO:0007281
DMRTB1	GO:0007548
DMRTB1	
CALCP	
CALCA	GO:0005576
CALCA	GO:0005179
CALCA	GO:0005737
CALCA	GO:0007165
CALCA	GO:0005615
CALCA	GO:0005515
CALCA	GO:0006468
CALCA	GO:0005102
CALCA	GO:0051480
CALCA	GO:0001935
CALCA	GO:0031623
CALCA	GO:0007189
CALCA	GO:0008217
CALCA	GO:0007267
CALCA	GO:0032757
CALCA	GO:0045671
CALCA	GO:0044877
CALCA	GO:0043542
CALCA	GO:0045779
CALCA	GO:0097647
CALCA	GO:1990408
CALCA	GO:0042311
CALCA	GO:0051482
CALCA	GO:0007159
CALCA	GO:0001944
CALCA	GO:0002031
CALCA	GO:0007190
CALCA	GO:0010523
CALCA	GO:0032730
CALCA	GO:0045651
CALCA	GO:0001976
CALCA	GO:0045776
CALCA	
CALCA	GO:0042802
CALCA	GO:0007566
CALCA	GO:0045892
CALCA	GO:0007204
CALCA	GO:0002548
CALCA	GO:0032147
CALCA	GO:0031716
CALCA	GO:0001503
CALCA	GO:0001984
CALCA	GO:0006874
CALCA	GO:0006939
CALCA	GO:0006954
CALCA	GO:0007218
CALCA	GO:0007568
CALCA	GO:0007631
CALCA	GO:0008016
CALCA	GO:0009408
CALCA	GO:0030279
CALCA	GO:0045986
CALCA	GO:0048265
CALCA	GO:0050965
CALCA	GO:0071356
CALCA	GO:1990090
CALCA	GO:0005634
CALCA	GO:0030424
CALCA	GO:0043005
CALCA	GO:0043025
CALCA	GO:0043195
CALCA	GO:0098686
CALCA	GO:0098992
GLIS1	GO:0005634
GLIS1	GO:0006357
GLIS1	GO:0000977
GLIS1	GO:0046872
GLIS1	GO:0003677
GLIS1	GO:0000122
GLIS1	GO:0030154
GLIS1	GO:0043565
GLIS1	GO:0045944
GLIS1	GO:0005515
GLIS1	GO:0000981
GLIS1	GO:0000978
GLIS1	GO:1990837
GLIS1	GO:0001228
GLIS1	GO:0001227
GLIS1	GO:0001649
GLIS1	GO:0010454
GLIS1	GO:0045444
GLIS1	GO:0045893
RNU7-95P	
NDC1	GO:0005634
NDC1	GO:0051028
NDC1	GO:0016020
NDC1	GO:0015031
NDC1	GO:0005886
NDC1	GO:0031965
NDC1	GO:0005643
NDC1	GO:0015629
NDC1	GO:0005635
NDC1	GO:0017056
NDC1	GO:0030674
NDC1	GO:0006913
NDC1	GO:0051292
NDC1	GO:0006999
NDC1	GO:0007129
NDC1	GO:0007283
NDC1	GO:0051664
NDC1	GO:0005737
NDC1	GO:0070762
NDC1	
OR7E41P	
EIF4G2	GO:0005515
EIF4G2	GO:0003723
EIF4G2	GO:0003743
EIF4G2	GO:0016020
EIF4G2	GO:0006412
EIF4G2	GO:0006413
EIF4G2	GO:0005829
EIF4G2	GO:0006417
EIF4G2	GO:0003729
EIF4G2	GO:0045296
EIF4G2	GO:0016281
EIF4G2	GO:0010507
EIF4G2	GO:0005912
EIF4G2	GO:0008135
EIF4G2	GO:0051726
EIF4G2	GO:0006446
EIF4G2	GO:0008219
EIF4G2	GO:0030307
EIF4G2	GO:0034645
EIF4G2	
EIF4G2	GO:0045892
HADHAP2	
AICDA	GO:0008270
AICDA	GO:0003824
AICDA	GO:0016787
AICDA	GO:0005634
AICDA	GO:0006397
AICDA	GO:0005737
AICDA	GO:0046872
AICDA	GO:0031625
AICDA	GO:0005829
AICDA	GO:0005515
AICDA	GO:0080111
AICDA	GO:0042802
AICDA	GO:0003723
AICDA	GO:0000932
AICDA	GO:0032991
AICDA	GO:0010529
AICDA	GO:0051607
AICDA	GO:0016446
AICDA	GO:0030183
AICDA	GO:0004126
AICDA	GO:0047844
AICDA	GO:0016554
AICDA	GO:0045869
AICDA	GO:0070383
AICDA	GO:0090310
AICDA	GO:0033262
AICDA	GO:0016445
AICDA	GO:0009972
AICDA	GO:0042742
AICDA	GO:0045190
AICDA	GO:0071222
AICDA	
RGS7	GO:0007186
RGS7	GO:0035556
RGS7	GO:0009968
RGS7	GO:0008277
RGS7	GO:0005737
RGS7	GO:0005886
RGS7	GO:0016020
RGS7	GO:0005829
RGS7	GO:0005096
RGS7	GO:0043005
RGS7	GO:0043547
RGS7	GO:0003924
RGS7	GO:0031681
RGS7	GO:0001965
RGS7	GO:0001975
RGS7	GO:0007420
RGS7	GO:0009409
RGS7	GO:0045471
RGS7	GO:1901381
RGS7	GO:0005635
RGS7	GO:0032991
RGS7	GO:0045121
RGS7	
RPSAP22	
MAT2A	
MAT2A	GO:0005524
MAT2A	GO:0004478
MAT2A	GO:0006556
MAT2A	GO:0046872
MAT2A	GO:0000166
MAT2A	GO:0016740
MAT2A	GO:0006730
MAT2A	GO:0005515
MAT2A	GO:0042802
MAT2A	GO:0005829
MAT2A	GO:1990830
MAT2A	GO:0034214
MAT2A	GO:0051291
MAT2A	GO:0036094
MAT2A	GO:0048269
HSPD1P12	
FOXJ2	GO:0006355
FOXJ2	GO:0003700
FOXJ2	GO:0043565
FOXJ2	GO:1904707
FOXJ2	GO:0005634
FOXJ2	GO:0005654
FOXJ2	GO:0001650
FOXJ2	GO:0003677
FOXJ2	GO:0030154
FOXJ2	GO:0005515
FOXJ2	GO:0051321
FOXJ2	GO:0045893
FOXJ2	GO:0007283
FOXJ2	GO:0006357
FOXJ2	GO:0042802
FOXJ2	GO:0000981
FOXJ2	GO:0000978
FOXJ2	GO:0000785
FOXJ2	GO:1990837
FOXJ2	GO:0001228
FOXJ2	GO:0045944
FOXJ2	GO:0007141
FOXJ2	GO:0016525
FOXJ2	GO:0110059
FOXJ2	
CNR2	GO:0007186
CNR2	GO:0016021
CNR2	GO:0004930
CNR2	GO:0004949
CNR2	GO:0005886
CNR2	GO:0016020
CNR2	GO:0007165
CNR2	GO:0042995
CNR2	GO:0030425
CNR2	GO:0005515
CNR2	GO:0050896
CNR2	GO:0006954
CNR2	GO:0043204
CNR2	GO:0001975
CNR2	GO:0019233
CNR2	GO:0030595
CNR2	GO:0032229
CNR2	GO:0032496
CNR2	GO:0033004
CNR2	GO:0038171
CNR2	GO:0045759
CNR2	GO:0050728
CNR2	GO:0051001
CNR2	GO:0031234
CNR2	GO:0043005
CNR2	GO:0043025
CNR2	GO:0005737
CNR2	GO:0007189
CNR2	GO:0006955
CNR2	GO:0005783
CNR2	GO:0019222
CNR2	GO:0007187
BTBD6P1	
MIR378F	
H3P1	
PNRC2	GO:0000184
PNRC2	GO:0005634
PNRC2	GO:0005737
PNRC2	GO:0005794
PNRC2	GO:0005654
PNRC2	GO:0005515
PNRC2	GO:0000932
PNRC2	GO:0005829
PNRC2	GO:0031087
PNRC2	
SRSF10	GO:0003723
SRSF10	GO:0003676
SRSF10	GO:0043484
SRSF10	GO:0005634
SRSF10	GO:0006397
SRSF10	GO:0008380
SRSF10	GO:0005737
SRSF10	GO:0016607
SRSF10	GO:0005654
SRSF10	GO:0006355
SRSF10	GO:0005515
SRSF10	GO:0005829
SRSF10	GO:0000398
SRSF10	GO:0051082
SRSF10	GO:0000375
SRSF10	GO:0016482
SRSF10	GO:0048025
SRSF10	GO:0030425
SRSF10	GO:0043025
SRSF10	GO:0043679
SRSF10	GO:0000244
SRSF10	GO:0006376
SRSF10	GO:0050733
SRSF10	GO:0048024
SRSF10	
VAMP8	GO:0016021
VAMP8	GO:0016192
VAMP8	GO:0016020
VAMP8	GO:0110165
VAMP8	GO:0005737
VAMP8	GO:0005886
VAMP8	GO:0015031
VAMP8	GO:0005765
VAMP8	GO:0031410
VAMP8	GO:0006914
VAMP8	GO:0005768
VAMP8	GO:0005829
VAMP8	GO:0005515
VAMP8	GO:0005764
VAMP8	GO:0048471
VAMP8	GO:0031902
VAMP8	GO:0055037
VAMP8	GO:0097352
VAMP8	GO:0031901
VAMP8	GO:0051607
VAMP8	GO:0031982
VAMP8	GO:0006906
VAMP8	GO:0070062
VAMP8	GO:0031201
VAMP8	GO:0035579
VAMP8	GO:0070821
VAMP8	GO:0005484
VAMP8	GO:0019905
VAMP8	GO:0035493
VAMP8	GO:0030670
VAMP8	GO:0030667
VAMP8	GO:0035577
VAMP8	GO:0030669
VAMP8	GO:0019869
VAMP8	GO:1903076
VAMP8	GO:1903595
VAMP8	GO:0016240
VAMP8	GO:0070254
VAMP8	GO:0055038
VAMP8	GO:0005769
VAMP8	GO:1903531
VAMP8	GO:0046718
VAMP8	GO:0098594
C3AR1	GO:0007186
C3AR1	GO:0016021
C3AR1	GO:0006935
C3AR1	GO:0004930
C3AR1	GO:0004876
C3AR1	GO:0004875
C3AR1	GO:0005886
C3AR1	GO:0016020
C3AR1	GO:0007165
C3AR1	GO:0048583
C3AR1	GO:0002682
C3AR1	GO:0002430
C3AR1	GO:0010575
C3AR1	GO:0010759
C3AR1	GO:0045766
C3AR1	GO:0090023
C3AR1	GO:0035579
C3AR1	GO:0006954
C3AR1	GO:0007204
C3AR1	GO:0035577
C3AR1	GO:0007200
C3AR1	GO:0008015
C3AR1	GO:0051482
TFRC	
TFRC	GO:0005886
TFRC	GO:0006879
TFRC	GO:0006898
TFRC	GO:0004998
TFRC	GO:0033572
TFRC	GO:0005515
TFRC	GO:0003723
TFRC	GO:0005576
TFRC	GO:0016020
TFRC	GO:0110165
TFRC	GO:0005905
TFRC	GO:0007165
TFRC	GO:0043231
TFRC	GO:0005615
TFRC	GO:0035556
TFRC	GO:0042470
TFRC	GO:0055037
TFRC	GO:0006897
TFRC	GO:0009986
TFRC	GO:0046718
TFRC	GO:0009897
TFRC	GO:0042802
TFRC	GO:0006826
TFRC	GO:0070062
TFRC	GO:0072562
TFRC	GO:0010008
TFRC	GO:0042102
TFRC	GO:0031623
TFRC	GO:0042803
TFRC	GO:0051092
TFRC	GO:0010628
TFRC	GO:1990712
TFRC	GO:1903561
TFRC	GO:0031410
TFRC	GO:0150104
TFRC	GO:0071466
TFRC	GO:0030669
TFRC	GO:0043123
TFRC	GO:0001618
TFRC	GO:0001934
TFRC	GO:0003725
TFRC	GO:1900182
TFRC	GO:0044877
TFRC	GO:0005768
TFRC	GO:0033138
TFRC	GO:0016323
TFRC	GO:0019901
TFRC	GO:0030544
TFRC	GO:0051087
TFRC	GO:0001666
TFRC	GO:0006953
TFRC	GO:0007568
TFRC	GO:0007584
TFRC	GO:0010033
TFRC	GO:0010035
TFRC	GO:0010039
TFRC	GO:0010042
TFRC	GO:0010637
TFRC	GO:0030316
TFRC	GO:0030890
TFRC	GO:0031334
TFRC	GO:0032526
TFRC	GO:0043066
TFRC	GO:0045780
TFRC	GO:0045830
TFRC	GO:0046688
TFRC	GO:1990830
TFRC	GO:0005634
TFRC	GO:0005737
TFRC	GO:0005739
TFRC	GO:0005769
TFRC	GO:0048471
TFRC	GO:0055038
VAMP5	GO:0016021
VAMP5	GO:0016192
VAMP5	GO:0005886
VAMP5	GO:0016020
VAMP5	GO:0110165
VAMP5	GO:0005794
VAMP5	GO:0012505
VAMP5	GO:0030154
VAMP5	GO:0007517
VAMP5	GO:0005515
VAMP5	GO:0070062
VAMP5	GO:0009986
VAMP5	GO:0048471
VAMP5	GO:0005770
VAMP5	GO:0007519
VAMP5	GO:0043001
VAMP5	GO:0014704
VAMP5	GO:0030659
VAMP5	GO:0031090
VAMP5	
NECAP1	GO:0016020
NECAP1	GO:0006897
NECAP1	GO:0005886
NECAP1	GO:0015031
NECAP1	GO:0031410
NECAP1	GO:0005515
NECAP1	GO:0030665
NECAP1	GO:0016192
NECAP1	GO:0005829
NECAP1	GO:0030125
NECAP1	
NECAP1	GO:0140238
NECAP1	GO:0005905
NECAP1	GO:0098793
ZBED5-AS1	
RNF181	
RNF181	GO:0046872
RNF181	GO:0016740
RNF181	GO:0016567
RNF181	GO:0005515
RNF181	GO:0061630
RNF181	GO:0005737
RNF181	GO:0004842
RNF181	GO:0051865
RPL36P5	
TMEM150A	GO:0005886
TMEM150A	GO:0016020
TMEM150A	GO:0005515
TMEM150A	GO:0046854
TMEM150A	GO:0072659
TMEM150A	GO:0009056
TMEM150A	
GRHL3	GO:0005634
GRHL3	GO:0005654
GRHL3	GO:0003677
GRHL3	GO:0006357
GRHL3	GO:0003700
GRHL3	GO:0031490
GRHL3	GO:0043565
GRHL3	GO:0005515
GRHL3	GO:0000978
GRHL3	GO:0001843
GRHL3	GO:0000981
GRHL3	GO:0000785
GRHL3	GO:0001228
GRHL3	GO:0008544
GRHL3	GO:0045944
GRHL3	GO:0032956
GRHL3	GO:0001736
GRHL3	GO:0006366
GRHL3	GO:0007389
GRHL3	GO:0007398
GRHL3	GO:0007417
GRHL3	GO:0010467
GRHL3	GO:0010628
GRHL3	GO:0042060
GRHL3	GO:0043547
GRHL3	GO:0045893
GRHL3	GO:0061029
GRHL3	GO:0061436
GRHL3	GO:0090103
GRHL3	GO:0090179
GRHL3	
OR4C9P	
OR4R1P	
OR4A47	GO:0007186
OR4A47	GO:0016021
OR4A47	GO:0004930
OR4A47	GO:0004984
OR4A47	GO:0005886
OR4A47	GO:0016020
OR4A47	GO:0007165
OR4A47	GO:0050896
OR4A47	GO:0007608
OR4A47	GO:0050911
OR4A48P	
OR4A46P	
OR4A40P	
OR4A43P	
OR4A45P	
OR4A41P	
OR4A42P	
OR4A44P	
MLF1	GO:0005737
MLF1	GO:0005634
MLF1	GO:0007049
MLF1	GO:0005929
MLF1	GO:0042995
MLF1	GO:0003677
MLF1	GO:0005856
MLF1	GO:0030154
MLF1	GO:0006351
MLF1	GO:0005515
MLF1	GO:0048471
MLF1	GO:0036064
MLF1	GO:0019904
MLF1	GO:0006355
MLF1	GO:0002318
MLF1	GO:1902806
MLF1	GO:1901796
MLF1	
ETS1	GO:0006355
ETS1	GO:0003700
ETS1	GO:0043565
ETS1	GO:0006357
ETS1	GO:0010628
ETS1	GO:0005634
ETS1	GO:0005737
ETS1	GO:0005654
ETS1	GO:0003677
ETS1	GO:1990837
ETS1	GO:0005515
ETS1	GO:0002376
ETS1	GO:0045893
ETS1	GO:0042802
ETS1	GO:0000981
ETS1	GO:0000785
ETS1	GO:0030154
ETS1	GO:0000978
ETS1	GO:0001228
ETS1	GO:0045944
ETS1	GO:0006955
ETS1	GO:0050729
ETS1	GO:0061629
ETS1	GO:0045766
ETS1	GO:0008285
ETS1	GO:0010595
ETS1	GO:1902895
ETS1	GO:0001222
ETS1	GO:0043536
ETS1	GO:0003676
ETS1	GO:0045648
ETS1	GO:0045765
ETS1	GO:1904996
ETS1	GO:0000976
ETS1	GO:0048870
ETS1	GO:0030374
ETS1	GO:0030578
ETS1	GO:0006366
ETS1	GO:0045786
ETS1	GO:0042981
ETS1	GO:0046677
ETS1	
USP39	
USP39	GO:0008270
USP39	GO:0004843
USP39	GO:0016579
USP39	GO:0006397
USP39	GO:0000245
USP39	GO:0005634
USP39	GO:0005681
USP39	GO:0008380
USP39	GO:0046872
USP39	GO:0007049
USP39	GO:0005654
USP39	GO:0051301
USP39	GO:0005515
USP39	GO:0000398
USP39	GO:0046540
METTL13	GO:0008168
METTL13	GO:0005634
METTL13	GO:0005737
METTL13	GO:0016740
METTL13	GO:0032259
METTL13	GO:0005739
METTL13	GO:0000122
METTL13	GO:0003824
METTL13	GO:0008152
METTL13	GO:0005515
METTL13	GO:0006479
METTL13	GO:1902807
METTL13	GO:0016279
METTL13	
MIR6090	
ETS1-AS1	
SENCR	
CLEC4A	GO:0005886
CLEC4A	GO:0016020
CLEC4A	GO:0046872
CLEC4A	GO:0030246
CLEC4A	GO:0005509
CLEC4A	GO:0002376
CLEC4A	GO:0045087
CLEC4A	GO:0002250
CLEC4A	GO:0006955
CLEC4A	GO:0009897
CLEC4A	GO:0005537
CLEC4A	GO:0032720
CLEC4A	GO:0007155
CLEC4A	GO:0007166
CLEC4A	GO:0004888
CLEC4A	GO:0001818
CLEC4A	GO:0036037
CLEC4A	GO:0042590
CLEC4A	GO:0061760
CLEC4A	GO:0002470
CD59	GO:0001971
CD59	GO:0005576
CD59	GO:0005886
CD59	GO:0016020
CD59	GO:0005925
CD59	GO:0005615
CD59	GO:0005515
CD59	GO:0009986
CD59	GO:0031982
CD59	GO:0005789
CD59	GO:0070062
CD59	GO:0035579
CD59	GO:0070821
CD59	GO:0000139
CD59	GO:0007166
CD59	GO:0007596
CD59	GO:0030133
CD59	GO:0012507
CD59	GO:0033116
CD59	GO:0009897
CD59	GO:0001848
CD59	GO:0030449
CD59	GO:1903659
CD59	
DNM3	GO:0003924
DNM3	GO:0005525
DNM3	GO:0016787
DNM3	GO:0005856
DNM3	GO:0005874
DNM3	GO:0006897
DNM3	GO:0000166
DNM3	GO:0005737
DNM3	GO:0098793
DNM3	GO:0048471
DNM3	GO:0014069
DNM3	GO:0005886
DNM3	GO:0005515
DNM3	GO:0043197
DNM3	GO:0016020
DNM3	GO:0045202
DNM3	GO:0070062
DNM3	GO:0008017
DNM3	GO:0046847
DNM3	GO:0048488
DNM3	GO:0031623
DNM3	GO:0007416
DNM3	GO:0099173
DNM3	GO:0031798
DNM3	GO:0031802
DNM3	GO:0050998
DNM3	GO:0099186
DNM3	GO:0120283
DNM3	GO:0051491
DNM3	GO:0061001
DNM3	GO:0061002
DNM3	GO:0098884
DNM3	GO:1903423
DNM3	GO:0005794
DNM3	GO:0030424
DNM3	GO:0043083
DNM3	GO:0044327
DNM3	GO:0061828
DNM3	GO:0061829
DNM3	GO:0098844
DNM3	GO:0098978
DNM3	GO:0042802
DNM3	
ZNF705A	GO:0006355
ZNF705A	GO:0046872
ZNF705A	GO:0005634
ZNF705A	GO:0003677
ZNF705A	GO:0006357
ZNF705A	GO:0000977
ZNF705A	GO:0000981
ZNF705A	GO:0001227
ZNF705A	GO:0000122
ZNF705A	GO:0000785
ZNF705A	
ENPP7P5	
GFM1	GO:0003924
GFM1	GO:0005525
GFM1	GO:0003746
GFM1	GO:0006414
GFM1	GO:0003723
GFM1	GO:0005737
GFM1	GO:0006412
GFM1	GO:0000166
GFM1	GO:0005739
GFM1	GO:0005515
GFM1	GO:0005759
GFM1	GO:0070125
GFM1	GO:0110165
GFM1	
USP2-AS1	
PUS7L	GO:0003723
PUS7L	GO:0009982
PUS7L	GO:0001522
PUS7L	GO:0009451
PUS7L	GO:0006397
PUS7L	GO:0016853
PUS7L	GO:0005515
PUS7L	GO:0005634
PUS7L	GO:1990481
C2orf68	GO:0005515
C2orf68	
SFTPB	GO:0006629
SFTPB	GO:0006665
SFTPB	GO:0005764
SFTPB	GO:0005737
SFTPB	GO:0005576
SFTPB	GO:0005615
SFTPB	GO:0005515
SFTPB	GO:0007585
SFTPB	GO:0005789
SFTPB	GO:0009887
SFTPB	GO:0045334
SFTPB	GO:0005771
SFTPB	GO:0097486
SFTPB	GO:0097208
SFTPB	GO:0042599
SFTPB	
LXN	
LXN	GO:0005737
LXN	GO:0005515
LXN	GO:0008201
LXN	GO:0006954
LXN	GO:0005615
LXN	GO:0030414
LXN	GO:0010466
LXN	GO:0004857
LXN	GO:0008191
LXN	GO:0050965
TWF1	GO:0003779
TWF1	GO:0030837
TWF1	GO:0005737
TWF1	GO:0005829
TWF1	GO:0005856
TWF1	GO:0005925
TWF1	GO:0005515
TWF1	GO:0015629
TWF1	GO:0003785
TWF1	GO:0042989
TWF1	GO:0051015
TWF1	GO:0032956
TWF1	GO:0045296
TWF1	GO:0005884
TWF1	GO:0010591
TWF1	GO:0010976
TWF1	GO:0030042
TWF1	GO:0051016
TWF1	GO:0030016
TWF1	GO:0048471
TWF1	GO:0005911
TWF1	GO:0005524
TWF1	GO:0032587
TWF1	GO:0030175
TWF1	GO:0005546
TWF1	GO:0043538
TWF1	GO:0044877
TWF1	GO:0010613
TWF1	
GNLY	
GNLY	GO:0042742
GNLY	GO:0005576
GNLY	GO:0005515
GNLY	GO:0061844
GNLY	GO:0005615
GNLY	GO:0097013
GNLY	GO:0031640
GNLY	GO:0050832
GNLY	GO:0044194
GNLY	GO:0006968
TRNT1	
TRNT1	GO:0003723
TRNT1	GO:0006396
TRNT1	GO:0016779
TRNT1	GO:0000166
TRNT1	GO:0005524
TRNT1	GO:0016740
TRNT1	GO:0008033
TRNT1	GO:0005739
TRNT1	GO:0005515
TRNT1	GO:0000049
TRNT1	GO:0005654
TRNT1	GO:0005759
TRNT1	GO:1990180
TRNT1	GO:0004810
TRNT1	GO:0034062
TRNT1	GO:0052929
TRNT1	GO:0001680
TRNT1	GO:0042780
IGF2	GO:0005576
IGF2	GO:0005179
IGF2	GO:0008083
IGF2	GO:0005615
IGF2	GO:0000122
IGF2	GO:0005975
IGF2	GO:0005515
IGF2	GO:0051781
IGF2	GO:0001503
IGF2	GO:0006006
IGF2	GO:0008284
IGF2	GO:0045944
IGF2	GO:0005159
IGF2	GO:0050731
IGF2	GO:0051897
IGF2	GO:0005178
IGF2	GO:0031093
IGF2	GO:0048018
IGF2	GO:0001934
IGF2	GO:0001701
IGF2	GO:0043410
IGF2	GO:0051147
IGF2	GO:0006355
IGF2	GO:0045840
IGF2	GO:0006349
IGF2	GO:0043539
IGF2	GO:0001892
IGF2	GO:0005158
IGF2	GO:0045725
IGF2	GO:0046628
IGF2	GO:0008286
IGF2	GO:0031056
IGF2	GO:0038028
IGF2	GO:0042104
IGF2	GO:0043085
IGF2	GO:0051148
IGF2	GO:0060669
IGF2	GO:1905564
IGF2	GO:2000467
IGF2	GO:0030297
IGF2	GO:0046935
IGF2	GO:0001649
IGF2	GO:0009887
IGF2	GO:0031017
IGF2	GO:0040018
IGF2	GO:0046622
IGF2	GO:0048009
IGF2	GO:0048633
IGF2	GO:0051146
IGF2	GO:0060720
IGF2	
DNM3-IT1	
DNM3OS	GO:0035195
DNM3OS	GO:0016442
DNM3OS	
MIR214	GO:0035195
MIR214	GO:0016442
ZNF75BP	
MIR3120	GO:0035195
MIR3120	GO:0016442
MIR199A2	GO:0035195
MIR199A2	GO:0016442
CCND2-AS1	
RNU6-157P	GO:0030621
RNU6-157P	GO:0000244
RNU6-157P	GO:0000353
RNU6-157P	GO:0005688
RNU6-157P	GO:0046540
PIGC	
PIGC	GO:0016021
PIGC	GO:0006506
PIGC	GO:0016020
PIGC	GO:0005783
PIGC	GO:0005789
PIGC	GO:0005515
PIGC	GO:0003824
PIGC	GO:0000506
GPR160P1	
SLC38A11	GO:0016020
SLC38A11	GO:0006811
SLC38A11	GO:0005515
SLC38A11	GO:0015807
SLC38A11	GO:0006814
SLC38A11	GO:1902475
SLC38A11	GO:0006865
SLC38A11	GO:0015179
SLC38A11	GO:0003333
SLC38A11	
IRAK4	GO:0005524
IRAK4	GO:0000287
IRAK4	GO:0007165
IRAK4	GO:0006468
IRAK4	GO:0004674
IRAK4	GO:0004672
IRAK4	GO:0005737
IRAK4	GO:0000166
IRAK4	GO:0016301
IRAK4	GO:0016740
IRAK4	GO:0016310
IRAK4	GO:0031349
IRAK4	GO:0032103
IRAK4	GO:0043123
IRAK4	GO:0005515
IRAK4	GO:0002376
IRAK4	GO:0045087
IRAK4	GO:0106310
IRAK4	GO:0005634
IRAK4	GO:0005886
IRAK4	GO:0071310
IRAK4	GO:0005829
IRAK4	GO:0019901
IRAK4	GO:0010008
IRAK4	GO:0019221
IRAK4	GO:0035556
IRAK4	GO:0070498
IRAK4	GO:0002755
IRAK4	GO:0002224
IRAK4	GO:1990266
IRAK4	GO:0034162
IRAK4	GO:0002446
IRAK4	
IRAK4	GO:0005149
